instance_id,instance_number,y_method,move_config,B,S,P,construction_time,ls_time,total_time,post_repair_obj,post_ls_obj,ls_iterations,total_ls_improvement,successful_moves_simple,successful_moves_interchange,successful_moves_deactivate,status,rel_ls_improvement,instance_num,p_value,best_bound,optimality_gap
inst_25_first_instance_set_small_1000_200_20,25,multi_p_median,all_moves,1000,200,20,29.980000019073486,0.3439998626708984,30.323999881744385,915798.0,897374.0,2,18424.0,1,1,0,success,2.01179736142686,25,20,868634.1223459685,3.202664402359719
inst_25_first_instance_set_small_1000_200_20,25,multi_p_median,simple_interchange,1000,200,20,29.980000019073486,0.1930000782012939,30.17300009727478,915798.0,897374.0,2,18424.0,1,1,0,success,2.01179736142686,25,20,868634.1223459685,3.202664402359719
inst_25_first_instance_set_small_1000_200_20,25,multi_p_median,simple_deactivate,1000,200,20,29.980000019073486,0.1649999618530273,30.14499998092652,915798.0,900283.0,2,15515.0,1,0,0,success,1.69415089353765,25,20,868634.1223459685,3.5154365520654616
inst_25_first_instance_set_small_1000_200_20,25,multi_p_median,interchange_deactivate,1000,200,20,29.980000019073486,0.5789999961853027,30.55900001525879,915798.0,901846.0,2,13952.0,0,1,0,success,1.5234800687487802,25,20,868634.1223459685,3.6826550934451667
inst_14_first_instance_set_small_1000_200_15,14,multi_p_median,all_moves,1000,200,15,14.73799991607666,0.1879999637603759,14.925999879837036,991379.0,974681.0,2,16698.0,1,1,0,success,1.68432052726555,14,15,971249.2186703656,0.3520927698020549
inst_14_first_instance_set_small_1000_200_15,14,multi_p_median,simple_interchange,1000,200,15,14.73799991607666,0.0799999237060546,14.817999839782717,991379.0,974681.0,2,16698.0,1,1,0,success,1.68432052726555,14,15,971249.2186703656,0.3520927698020549
inst_14_first_instance_set_small_1000_200_15,14,multi_p_median,simple_deactivate,1000,200,15,14.73799991607666,0.1139998435974121,14.851999759674072,991379.0,975881.0,2,15498.0,1,0,0,success,1.5632770111128,14,15,971249.2186703656,0.47462562849715967
inst_14_first_instance_set_small_1000_200_15,14,multi_p_median,interchange_deactivate,1000,200,15,14.73799991607666,0.5230000019073486,15.260999917984009,991379.0,976776.0,2,14603.0,0,1,0,success,1.4729987219822,14,15,971249.2186703656,0.5658187066056461
inst_8_first_instance_set_small_1000_200_20,8,multi_p_median,all_moves,1000,200,20,27.39300012588501,0.8529999256134033,28.246000051498413,917212.0,891113.0,2,26099.0,1,1,0,success,2.8454708398930597,8,20,859808.584818721,3.5129568507337394
inst_8_first_instance_set_small_1000_200_20,8,multi_p_median,simple_interchange,1000,200,20,27.39300012588501,0.2799999713897705,27.67300009727478,917212.0,891113.0,2,26099.0,1,1,0,success,2.8454708398930597,8,20,859808.584818721,3.5129568507337394
inst_8_first_instance_set_small_1000_200_20,8,multi_p_median,simple_deactivate,1000,200,20,27.39300012588501,0.371999979019165,27.76500010490417,917212.0,896846.0,2,20366.0,1,0,0,success,2.22042450382245,8,20,859808.584818721,4.1297408006813825
inst_8_first_instance_set_small_1000_200_20,8,multi_p_median,interchange_deactivate,1000,200,20,27.39300012588501,0.7760000228881836,28.1690001487732,917212.0,893704.0,2,23508.0,0,1,0,success,2.56298434822047,8,20,859808.584818721,3.7926892104409236
inst_1_first_instance_set_small_1000_200_20,1,multi_p_median,all_moves,1000,200,20,24.453999996185303,0.5069999694824219,24.960999965667725,957949.0,926336.0,2,31613.0,1,1,0,success,3.30007129815887,1,20,880570.6895073337,4.94046549984739
inst_1_first_instance_set_small_1000_200_20,1,multi_p_median,simple_interchange,1000,200,20,24.453999996185303,0.2950000762939453,24.749000072479248,957949.0,926336.0,2,31613.0,1,1,0,success,3.30007129815887,1,20,880570.6895073337,4.94046549984739
inst_1_first_instance_set_small_1000_200_20,1,multi_p_median,simple_deactivate,1000,200,20,24.453999996185303,0.4470000267028808,24.901000022888184,957949.0,925128.0,3,32821.0,2,0,1,success,3.42617404475603,1,20,880570.6895073337,4.816340062420154
inst_1_first_instance_set_small_1000_200_20,1,multi_p_median,interchange_deactivate,1000,200,20,24.453999996185303,1.246000051498413,25.70000004768372,957949.0,923463.0,3,34486.0,0,2,1,success,3.59998288009069,1,20,880570.6895073337,4.644724314094482
inst_19_first_instance_set_small_1000_200_15,19,multi_p_median,all_moves,1000,200,15,69.63699984550476,0.3570001125335693,69.99399995803833,1073048.0,1046264.0,2,26784.0,1,1,0,success,2.49606727751228,19,15,983112.1885655832,6.035934662228348
inst_19_first_instance_set_small_1000_200_15,19,multi_p_median,simple_interchange,1000,200,15,69.63699984550476,0.1440000534057617,69.78099989891052,1073048.0,1046264.0,2,26784.0,1,1,0,success,2.49606727751228,19,15,983112.1885655832,6.035934662228348
inst_19_first_instance_set_small_1000_200_15,19,multi_p_median,simple_deactivate,1000,200,15,69.63699984550476,0.2130000591278076,69.84999990463257,1073048.0,1051117.0,2,21931.0,1,0,0,success,2.0438041914248,19,15,983112.1885655832,6.469766109235869
inst_19_first_instance_set_small_1000_200_15,19,multi_p_median,interchange_deactivate,1000,200,15,69.63699984550476,0.6230001449584961,70.25999999046326,1073048.0,1049241.0,2,23807.0,0,1,0,success,2.21863327642379,19,15,983112.1885655832,6.302537875894747
inst_12_first_instance_set_small_1000_200_20,12,multi_p_median,all_moves,1000,200,20,12.353999853134155,0.628000020980835,12.98199987411499,894957.0,873771.0,3,21186.0,2,1,0,success,2.36726457248784,12,20,856127.4850087818,2.019237877111763
inst_12_first_instance_set_small_1000_200_20,12,multi_p_median,simple_interchange,1000,200,20,12.353999853134155,0.2020001411437988,12.555999994277954,894957.0,873771.0,3,21186.0,2,1,0,success,2.36726457248784,12,20,856127.4850087818,2.019237877111763
inst_12_first_instance_set_small_1000_200_20,12,multi_p_median,simple_deactivate,1000,200,20,12.353999853134155,0.2960000038146972,12.649999856948853,894957.0,880302.0,2,14655.0,1,0,0,success,1.6375088412068899,12,20,856127.4850087818,2.7461615435632574
inst_12_first_instance_set_small_1000_200_20,12,multi_p_median,interchange_deactivate,1000,200,20,12.353999853134155,0.6500000953674316,13.003999948501589,894957.0,875224.0,2,19733.0,0,1,0,success,2.2049104035165903,12,20,856127.4850087818,2.181900289665071
inst_20_first_instance_set_small_1000_200_15,20,multi_p_median,all_moves,1000,200,15,13.760999917984009,0.6840000152587891,14.444999933242798,1059594.0,1027956.0,3,31638.0,2,2,1,success,2.98586062208732,20,15,985106.7584210872,4.168392575062827
inst_20_first_instance_set_small_1000_200_15,20,multi_p_median,simple_interchange,1000,200,15,13.760999917984009,0.1679999828338623,13.928999900817873,1059594.0,1034069.0,2,25525.0,1,1,0,success,2.4089415379853,20,15,985106.7584210872,4.734910492328155
inst_20_first_instance_set_small_1000_200_15,20,multi_p_median,simple_deactivate,1000,200,15,13.760999917984009,0.5980000495910645,14.358999967575071,1059594.0,1030990.0,4,28604.0,3,0,2,success,2.69952453486901,20,15,985106.7584210872,4.450406073668302
inst_20_first_instance_set_small_1000_200_15,20,multi_p_median,interchange_deactivate,1000,200,15,13.760999917984009,0.7080001831054688,14.469000101089478,1059594.0,1043435.0,2,16159.0,0,1,0,success,1.52501807296002,20,15,985106.7584210872,5.590021570956775
inst_5_first_instance_set_small_1000_200_15,5,multi_p_median,all_moves,1000,200,15,9.621999979019163,0.2869999408721924,9.908999919891356,1022391.0,1000341.0,2,22050.0,1,1,0,success,2.15670912596061,5,15,986899.6142693098,1.343680378060102
inst_5_first_instance_set_small_1000_200_15,5,multi_p_median,simple_interchange,1000,200,15,9.621999979019163,0.1429998874664306,9.764999866485596,1022391.0,1000341.0,2,22050.0,1,1,0,success,2.15670912596061,5,15,986899.6142693098,1.343680378060102
inst_5_first_instance_set_small_1000_200_15,5,multi_p_median,simple_deactivate,1000,200,15,9.621999979019163,0.1710000038146972,9.792999982833862,1022391.0,1003834.0,2,18557.0,1,0,0,success,1.8150590136258997,5,15,986899.6142693098,1.6869707273005505
inst_5_first_instance_set_small_1000_200_15,5,multi_p_median,interchange_deactivate,1000,200,15,9.621999979019163,0.5439999103546143,10.16599988937378,1022391.0,1002621.0,2,19770.0,0,1,0,success,1.9337024680381498,5,15,986899.6142693098,1.5680287696637318
inst_17_first_instance_set_small_1000_200_15,17,multi_p_median,all_moves,1000,200,15,16.800999879837036,0.2979998588562011,17.098999738693237,1029147.0,1010298.0,2,18849.0,1,1,0,success,1.8315167804016301,17,15,1002089.9173794508,0.8124417370468167
